Year,flow
23/09/2008,77.52
24/09/2008,74.18
25/09/2008,72.26
26/09/2008,74.15
27/09/2008,68.84
28/09/2008,66.55
29/09/2008,73.54
30/09/2008,64.53
01/10/2008,61.26
02/10/2008,64.05
03/10/2008,62.71
04/10/2008,57.26
05/10/2008,55.22
06/10/2008,68.69
07/10/2008,53.19
08/10/2008,61.79
09/10/2008,77.84
10/10/2008,51.84
11/10/2008,63.43
12/10/2008,46.62
13/10/2008,52.87
14/10/2008,69.2
15/10/2008,65.7
16/10/2008,96.93
17/10/2008,78.34
18/10/2008,79.28
19/10/2008,61.77
20/10/2008,72.58
21/10/2008,66.47
22/10/2008,55.96
23/10/2008,65.19
24/10/2008,50.32
25/10/2008,53.89
26/10/2008,73.04
27/10/2008,59.41
28/10/2008,62.42
29/10/2008,60.4
30/10/2008,65.97
31/10/2008,71.96
01/11/2008,70.53
02/11/2008,65.64
03/11/2008,65.55
04/11/2008,66.74
05/11/2008,69.79
06/11/2008,74.73
07/11/2008,72.88
08/11/2008,74.74
09/11/2008,67.5
10/11/2008,66.05
11/11/2008,63.7
12/11/2008,64.11
13/11/2008,66.21
14/11/2008,95.41
15/11/2008,242.73
16/11/2008,161.9
17/11/2008,139.75
18/11/2008,115.01
19/11/2008,101.11
20/11/2008,102.46
21/11/2008,100.8
22/11/2008,105.31
23/11/2008,99.81
24/11/2008,250.31
25/11/2008,377.14
26/11/2008,249.52
27/11/2008,218.37
28/11/2008,184.81
29/11/2008,155.07
30/11/2008,156.27
01/12/2008,152.33
02/12/2008,150.08
03/12/2008,140.89
04/12/2008,140.56
05/12/2008,130.18
06/12/2008,127.65
07/12/2008,117.29
08/12/2008,116.5
09/12/2008,112.66
10/12/2008,109.06
11/12/2008,112.18
12/12/2008,125.69
13/12/2008,122.08
14/12/2008,122.33
15/12/2008,118.51
16/12/2008,105.66
17/12/2008,111.85
18/12/2008,101.66
19/12/2008,102.13
20/12/2008,101.84
21/12/2008,109.65
22/12/2008,99.93
23/12/2008,119.06
24/12/2008,112.44
25/12/2008,126.91
26/12/2008,125.5
27/12/2008,125.05
28/12/2008,129.92
29/12/2008,145.77
30/12/2008,110.91
31/12/2008,112.91
01/01/2009,137.08
02/01/2009,94.05
03/01/2009,99.6
04/01/2009,106.46
05/01/2009,108.32
06/01/2009,104.96
07/01/2009,108.72
08/01/2009,101.8
09/01/2009,106.86
10/01/2009,105.67
11/01/2009,111.93
12/01/2009,110.74
13/01/2009,106.51
14/01/2009,144.43
15/01/2009,123.32
16/01/2009,153.2
17/01/2009,201.68
18/01/2009,173.8
19/01/2009,177.46
20/01/2009,255.12
21/01/2009,330.41
22/01/2009,266.09
23/01/2009,243.14
24/01/2009,219.82
25/01/2009,220.46
26/01/2009,211.73
27/01/2009,204.82
28/01/2009,196.23
29/01/2009,198.5
30/01/2009,189.85
31/01/2009,185.38
01/02/2009,175.6
02/02/2009,164.4
03/02/2009,165.7
04/02/2009,171.81
05/02/2009,176.77
06/02/2009,166.01
07/02/2009,186.3
08/02/2009,196.75
09/02/2009,191.38
10/02/2009,188.64
11/02/2009,198.9
12/02/2009,208.1
13/02/2009,222.52
14/02/2009,205.16
15/02/2009,200.3
16/02/2009,192.18
17/02/2009,198.87
18/02/2009,191.68
19/02/2009,193.66
20/02/2009,185.04
21/02/2009,179.85
22/02/2009,211.38
23/02/2009,248.53
24/02/2009,200.14
25/02/2009,195.55
26/02/2009,195.62
27/02/2009,180.68
28/02/2009,171.57
01/03/2009,162.24
02/03/2009,164.02
03/03/2009,156.34
04/03/2009,152.45
05/03/2009,152.89
06/03/2009,144.68
07/03/2009,136.78
08/03/2009,142.27
09/03/2009,135.71
10/03/2009,130.3
11/03/2009,129.24
12/03/2009,120.6
13/03/2009,124.94
14/03/2009,126
15/03/2009,114.77
16/03/2009,120.6
17/03/2009,109.19
18/03/2009,110.9
19/03/2009,111.83
20/03/2009,103.06
21/03/2009,108.56
22/03/2009,104.4
23/03/2009,97.58
24/03/2009,99.63
25/03/2009,98.35
26/03/2009,103.01
27/03/2009,92.34
28/03/2009,95.04
29/03/2009,97.31
30/03/2009,85.72
31/03/2009,85.46
01/04/2009,86.06
02/04/2009,88.66
03/04/2009,83.2
04/04/2009,84
05/04/2009,81.84
06/04/2009,80.48
07/04/2009,81.13
08/04/2009,84.7
09/04/2009,75.47
10/04/2009,70.64
11/04/2009,78.51
12/04/2009,73.12
13/04/2009,65.55
14/04/2009,68.51
15/04/2009,63.85
16/04/2009,70.5
17/04/2009,61.61
18/04/2009,65.02
19/04/2009,61.56
20/04/2009,67.25
21/04/2009,59.4
22/04/2009,59.74
23/04/2009,59.82
24/04/2009,61.18
25/04/2009,58.38
26/04/2009,54.62
27/04/2009,57.21
28/04/2009,59.18
29/04/2009,59.61
30/04/2009,51.96
01/05/2009,51.19
02/05/2009,51.89
03/05/2009,48.25
04/05/2009,51.25
05/05/2009,48.37
06/05/2009,51.75
07/05/2009,46.09
08/05/2009,51.29
09/05/2009,46.1
10/05/2009,50.5
11/05/2009,46.12
12/05/2009,49.76
13/05/2009,53.12
14/05/2009,45.44
15/05/2009,47.22
16/05/2009,41.85
17/05/2009,42.23
18/05/2009,56.41
19/05/2009,48.32
20/05/2009,40.95
21/05/2009,40.16
22/05/2009,31.73
23/05/2009,45.99
24/05/2009,44.81
25/05/2009,43.59
26/05/2009,39.33
27/05/2009,40.52
28/05/2009,40.52
29/05/2009,40.99
30/05/2009,40.61
31/05/2009,40.93
01/06/2009,37.94
02/06/2009,39.73
03/06/2009,40.49
04/06/2009,40.95
05/06/2009,43.17
06/06/2009,47.87
07/06/2009,38.76
08/06/2009,38.01
09/06/2009,37.97
10/06/2009,45.08
11/06/2009,37
12/06/2009,35.07
13/06/2009,38.28
14/06/2009,37.45
15/06/2009,32.55
16/06/2009,42.19
17/06/2009,32.98
18/06/2009,39.07
19/06/2009,37.96
20/06/2009,37.62
21/06/2009,38.93
22/06/2009,39.13
23/06/2009,30.98
24/06/2009,34.27
25/06/2009,32.46
26/06/2009,34.17
27/06/2009,36.47
28/06/2009,37.6
29/06/2009,36.89
30/06/2009,33.68
01/07/2009,36.3
02/07/2009,31.03
03/07/2009,208.63
04/07/2009,179.55
05/07/2009,65.59
06/07/2009,50.77
07/07/2009,40.87
08/07/2009,42.11
09/07/2009,39.05
10/07/2009,35.39
11/07/2009,39.38
12/07/2009,38.41
13/07/2009,40.2
14/07/2009,41.67
15/07/2009,40.21
16/07/2009,35.76
17/07/2009,43.78
18/07/2009,33.07
19/07/2009,35.88
20/07/2009,33.11
21/07/2009,37.7
22/07/2009,38.01
23/07/2009,39.79
24/07/2009,41.03
25/07/2009,38.2
26/07/2009,35.27
27/07/2009,35.5
28/07/2009,35.27
29/07/2009,36.15
30/07/2009,36.77
31/07/2009,38.46
01/08/2009,38.23
02/08/2009,38
03/08/2009,33.22
04/08/2009,52.34
05/08/2009,63
06/08/2009,42.01
07/08/2009,34.81
08/08/2009,37.03
09/08/2009,66.16
10/08/2009,39.79
11/08/2009,43.03
12/08/2009,118.3
13/08/2009,290.19
14/08/2009,529.28
15/08/2009,226.91
16/08/2009,351.08
17/08/2009,461.45
18/08/2009,275.68
19/08/2009,185.43
20/08/2009,155.17
21/08/2009,133.36
22/08/2009,119.65
23/08/2009,112.2
24/08/2009,102.77
25/08/2009,92.96
26/08/2009,91.7
27/08/2009,89.19
28/08/2009,92.15
29/08/2009,82.97
30/08/2009,69.48
31/08/2009,298.73
01/09/2009,309.44
02/09/2009,184.57
03/09/2009,150.75
04/09/2009,134.37
05/09/2009,126.75
06/09/2009,116.26
07/09/2009,130.65
08/09/2009,127.05
09/09/2009,136.45
10/09/2009,198.45
11/09/2009,156.6
12/09/2009,135.66
13/09/2009,127.72
14/09/2009,125.18
15/09/2009,116.78
16/09/2009,103.28
17/09/2009,110.03
18/09/2009,120.68
19/09/2009,420.03
20/09/2009,501.39
21/09/2009,430.35
22/09/2009,311.97
23/09/2009,242.16
24/09/2009,209.67
25/09/2009,217.78
26/09/2009,169.85
27/09/2009,163.95
28/09/2009,152.2
29/09/2009,166.16
30/09/2009,652.63
01/10/2009,362.5
02/10/2009,280.27
03/10/2009,244.23
04/10/2009,229.3
05/10/2009,210.14
06/10/2009,195.19
07/10/2009,188.45
08/10/2009,180.09
09/10/2009,173.24
10/10/2009,163.08
11/10/2009,155.62
12/10/2009,154.38
13/10/2009,193.81
14/10/2009,249.78
15/10/2009,193.77
16/10/2009,181.09
17/10/2009,169.6
18/10/2009,163.55
19/10/2009,152.32
20/10/2009,149.6
21/10/2009,145.53
22/10/2009,137.07
23/10/2009,137.67
24/10/2009,131.05
25/10/2009,125.25
26/10/2009,126.82
27/10/2009,123.73
28/10/2009,116.72
29/10/2009,119.72
30/10/2009,116.02
31/10/2009,113.7
01/11/2009,107.66
02/11/2009,103.96
03/11/2009,150.4
04/11/2009,205.6
05/11/2009,164.93
06/11/2009,153.32
07/11/2009,318.11
08/11/2009,444.25
09/11/2009,291.38
10/11/2009,253.28
11/11/2009,228.04
12/11/2009,205.23
13/11/2009,194.04
14/11/2009,181.28
15/11/2009,186.96
16/11/2009,192.24
17/11/2009,717.05
18/11/2009,693.63
19/11/2009,494.21
20/11/2009,399.13
21/11/2009,351.23
22/11/2009,313.67
23/11/2009,290.85
24/11/2009,268.61
25/11/2009,260.26
26/11/2009,243.6
27/11/2009,229.31
28/11/2009,225.91
29/11/2009,225.01
30/11/2009,221.51
01/12/2009,223.45
02/12/2009,239.69
03/12/2009,287.52
04/12/2009,292.13
05/12/2009,257.25
06/12/2009,248.42
07/12/2009,226.34
08/12/2009,225.48
09/12/2009,256.29
10/12/2009,281.09
11/12/2009,253.22
12/12/2009,258.82
13/12/2009,452.88
14/12/2009,409.57
15/12/2009,365.78
16/12/2009,345.79
17/12/2009,333.87
18/12/2009,337.86
19/12/2009,332.16
20/12/2009,323.56
21/12/2009,322.26
22/12/2009,318.97
23/12/2009,325.45
24/12/2009,340.56
25/12/2009,330.67
26/12/2009,311.9
27/12/2009,295.04
28/12/2009,326.61
29/12/2009,300.81
30/12/2009,309.98
31/12/2009,313.47
01/01/2010,301.53
02/01/2010,300.6
03/01/2010,287.6
04/01/2010,286.4
05/01/2010,278.05
06/01/2010,262.59
07/01/2010,282.72
08/01/2010,374.44
09/01/2010,284.05
10/01/2010,280.61
11/01/2010,278.35
12/01/2010,276.9
13/01/2010,259.63
14/01/2010,248.67
15/01/2010,250.87
16/01/2010,239.15
17/01/2010,247.88
18/01/2010,246.64
19/01/2010,249.71
20/01/2010,285.55
21/01/2010,406.26
22/01/2010,345.07
23/01/2010,305.51
24/01/2010,408.87
25/01/2010,470.04
26/01/2010,388.79
27/01/2010,368.56
28/01/2010,351.52
29/01/2010,394.87
30/01/2010,397.38
31/01/2010,350.45
01/02/2010,318.59
02/02/2010,315.53
03/02/2010,377.63
04/02/2010,792.17
05/02/2010,512.28
06/02/2010,445.49
07/02/2010,406.67
08/02/2010,381.49
09/02/2010,361.91
10/02/2010,414.25
11/02/2010,415.23
12/02/2010,868.19
13/02/2010,1138.07
14/02/2010,713.54
15/02/2010,616.79
16/02/2010,531.84
17/02/2010,488.43
18/02/2010,445.57
19/02/2010,415.05
20/02/2010,412.92
21/02/2010,414.4
22/02/2010,405.07
23/02/2010,363.97
24/02/2010,384.55
25/02/2010,365.77
26/02/2010,352.13
27/02/2010,338.48
28/02/2010,316.74
01/03/2010,281.75
02/03/2010,275.28
03/03/2010,273.39
04/03/2010,265.91
05/03/2010,256.69
06/03/2010,241.09
07/03/2010,232.5
08/03/2010,231.29
09/03/2010,219.91
10/03/2010,227.82
11/03/2010,204.19
12/03/2010,211.6
13/03/2010,200
14/03/2010,198.09
15/03/2010,196.59
16/03/2010,188.08
17/03/2010,200.4
18/03/2010,178.69
19/03/2010,172.99
20/03/2010,177.48
21/03/2010,177.9
22/03/2010,167.7
23/03/2010,172.31
24/03/2010,161.1
25/03/2010,164.09
26/03/2010,161.59
27/03/2010,153.98
28/03/2010,157.88
29/03/2010,154.69
30/03/2010,146.16
31/03/2010,149.19
01/04/2010,140.08
02/04/2010,146.96
03/04/2010,130.51
04/04/2010,151.28
05/04/2010,149.47
06/04/2010,124.15
07/04/2010,110.93
08/04/2010,130.91
09/04/2010,128.97
10/04/2010,123.86
11/04/2010,119.48
12/04/2010,122.6
13/04/2010,121.16
14/04/2010,127.95
15/04/2010,118.33
16/04/2010,116.12
17/04/2010,88.79
18/04/2010,110.69
19/04/2010,103.44
20/04/2010,102.46
21/04/2010,99.1
22/04/2010,106.61
23/04/2010,98.4
24/04/2010,96.45
25/04/2010,93.02
26/04/2010,95.47
27/04/2010,94.91
28/04/2010,91.03
29/04/2010,96.41
30/04/2010,88.77
01/05/2010,91.82
02/05/2010,97.65
03/05/2010,71.83
04/05/2010,92.34
05/05/2010,86.02
06/05/2010,76.62
07/05/2010,81.69
08/05/2010,79.12
09/05/2010,85.55
10/05/2010,82.91
11/05/2010,68.21
12/05/2010,75.47
13/05/2010,82.92
14/05/2010,74.32
15/05/2010,70.22
16/05/2010,75.36
17/05/2010,69.11
18/05/2010,70.21
19/05/2010,70.25
20/05/2010,85.18
21/05/2010,69.8
22/05/2010,64.08
23/05/2010,68.84
24/05/2010,64.8
25/05/2010,62.79
26/05/2010,63.23
27/05/2010,67.73
28/05/2010,62.7
29/05/2010,64.33
30/05/2010,55.13
31/05/2010,60.69
01/06/2010,63.9
02/06/2010,60.28
03/06/2010,51.55
04/06/2010,64.63
05/06/2010,58.02
06/06/2010,53.8
07/06/2010,58.06
08/06/2010,47.59
09/06/2010,55.96
10/06/2010,63.54
11/06/2010,56.09
12/06/2010,59.29
13/06/2010,49.67
14/06/2010,67.19
15/06/2010,45.76
16/06/2010,51.8
17/06/2010,56.07
18/06/2010,48.01
19/06/2010,49.9
20/06/2010,58.63
21/06/2010,48.66
22/06/2010,56.63
23/06/2010,49.6
24/06/2010,45.95
25/06/2010,52.79
26/06/2010,54.51
27/06/2010,50.45
28/06/2010,40.41
29/06/2010,50.52
30/06/2010,53.93
01/07/2010,48.83
02/07/2010,53.82
03/07/2010,50.93
04/07/2010,54.26
05/07/2010,60.13
06/07/2010,48.76
07/07/2010,54.22
08/07/2010,41.62
09/07/2010,50.51
10/07/2010,40.79
11/07/2010,53.83
12/07/2010,46.13
13/07/2010,53.45
14/07/2010,41.16
15/07/2010,52.58
16/07/2010,53.23
17/07/2010,59.25
18/07/2010,51.59
19/07/2010,27.95
20/07/2010,50.68
21/07/2010,44.73
22/07/2010,50.58
23/07/2010,48.6
24/07/2010,47.35
25/07/2010,47.96
26/07/2010,48.66
27/07/2010,49.22
28/07/2010,47.92
29/07/2010,47.38
30/07/2010,46.08
31/07/2010,46.14
01/08/2010,51.99
02/08/2010,42.55
03/08/2010,47.51
04/08/2010,42.76
05/08/2010,44.52
06/08/2010,44.87
07/08/2010,39.43
08/08/2010,43.03
09/08/2010,40.54
10/08/2010,45.87
11/08/2010,49.09
12/08/2010,39.35
13/08/2010,44.81
14/08/2010,47.21
15/08/2010,101.23
16/08/2010,67.56
17/08/2010,65.77
18/08/2010,52.47
19/08/2010,49.9
20/08/2010,57.54
21/08/2010,54.84
22/08/2010,50.56
23/08/2010,51.65
24/08/2010,56.34
25/08/2010,48.65
26/08/2010,60.31
27/08/2010,43.37
28/08/2010,46.31
29/08/2010,48.91
30/08/2010,48.52
31/08/2010,47.22
01/09/2010,49.89
02/09/2010,43.1
03/09/2010,48.74
04/09/2010,48.06
05/09/2010,47.55
06/09/2010,47.95
07/09/2010,39.93
08/09/2010,45.23
09/09/2010,41.94
10/09/2010,50.41
11/09/2010,46
12/09/2010,45.62
13/09/2010,44.22
14/09/2010,46.38
15/09/2010,43.01
16/09/2010,47.41
17/09/2010,44.11
18/09/2010,43.61
19/09/2010,46.74
20/09/2010,47
21/09/2010,44.2
22/09/2010,46.54
23/09/2010,40.33
24/09/2010,119.48
25/09/2010,341.23
26/09/2010,238.32
27/09/2010,107.85
28/09/2010,81.01
29/09/2010,69.47
30/09/2010,61.9
01/10/2010,63.98
02/10/2010,66.2
03/10/2010,58.82
04/10/2010,58.2
05/10/2010,50.93
06/10/2010,49.24
07/10/2010,50.87
08/10/2010,51.27
09/10/2010,47.07
10/10/2010,54.23
11/10/2010,50.11
12/10/2010,46.07
13/10/2010,63.39
14/10/2010,89.28
15/10/2010,70.37
16/10/2010,59.61
17/10/2010,62.73
18/10/2010,52.86
19/10/2010,60.91
20/10/2010,71.13
21/10/2010,68.59
22/10/2010,81.63
23/10/2010,209.46
24/10/2010,133.19
25/10/2010,98.38
26/10/2010,91.58
27/10/2010,79.25
28/10/2010,107.4
29/10/2010,264.8
30/10/2010,154.54
31/10/2010,126.81
01/11/2010,108.67
02/11/2010,107.41
03/11/2010,95.14
04/11/2010,88.04
05/11/2010,82.72
06/11/2010,75.36
07/11/2010,76.91
08/11/2010,117.27
09/11/2010,258.51
10/11/2010,177.49
11/11/2010,142.82
12/11/2010,123.39
13/11/2010,257.03
14/11/2010,217.46
15/11/2010,242.63
16/11/2010,292.69
17/11/2010,219.29
18/11/2010,191.71
19/11/2010,171.22
20/11/2010,161.75
21/11/2010,151.21
22/11/2010,152.59
23/11/2010,144.73
24/11/2010,161.61
25/11/2010,163.57
26/11/2010,149.8
27/11/2010,150.26
28/11/2010,136.98
29/11/2010,133.05
30/11/2010,134.5
01/12/2010,125.48
02/12/2010,122.14
03/12/2010,126.74
04/12/2010,178.52
05/12/2010,205.31
06/12/2010,192.83
07/12/2010,174.26
08/12/2010,169.91
09/12/2010,171.81
10/12/2010,168.17
11/12/2010,183.88
12/12/2010,174.59
13/12/2010,164.34
14/12/2010,157.84
15/12/2010,152.34
16/12/2010,146.35
17/12/2010,144.6
18/12/2010,134.3
19/12/2010,133.4
20/12/2010,169.5
21/12/2010,212.9
22/12/2010,385.01
23/12/2010,429.55
24/12/2010,926.31
25/12/2010,1772.26
26/12/2010,940.58
27/12/2010,674.66
28/12/2010,553.91
29/12/2010,473.46
30/12/2010,413.09
31/12/2010,376.29
01/01/2011,366.9
02/01/2011,335.82
03/01/2011,342.58
04/01/2011,344.35
05/01/2011,331.05
06/01/2011,312.49
07/01/2011,293.52
08/01/2011,269.69
09/01/2011,281.26
10/01/2011,272.68
11/01/2011,263.79
12/01/2011,260.55
13/01/2011,264.88
14/01/2011,250.21
15/01/2011,256.87
16/01/2011,285.21
17/01/2011,435.77
18/01/2011,454.95
19/01/2011,390.91
20/01/2011,350.43
21/01/2011,318.71
22/01/2011,345.65
23/01/2011,293.8
24/01/2011,247.63
25/01/2011,249.2
26/01/2011,264.1
27/01/2011,255.73
28/01/2011,249.05
29/01/2011,250.94
30/01/2011,250.14
31/01/2011,256.11
01/02/2011,247.38
02/02/2011,244.78
03/02/2011,257.08
04/02/2011,271.95
05/02/2011,299.04
06/02/2011,401.51
07/02/2011,412.73
08/02/2011,372.32
09/02/2011,325.22
10/02/2011,314.85
11/02/2011,374.33
12/02/2011,401.44
13/02/2011,361.23
14/02/2011,336.5
15/02/2011,307.73
16/02/2011,291.23
17/02/2011,292.62
18/02/2011,293.72
19/02/2011,266.72
20/02/2011,272.38
21/02/2011,257.07
22/02/2011,256.25
23/02/2011,252.31
24/02/2011,246.29
25/02/2011,258.56
26/02/2011,278.22
27/02/2011,255.6
28/02/2011,248
01/03/2011,249.5
02/03/2011,243.86
03/03/2011,242.13
04/03/2011,229.06
05/03/2011,220.83
06/03/2011,206.22
07/03/2011,208.33
08/03/2011,194.1
09/03/2011,185.69
10/03/2011,191
11/03/2011,177.09
12/03/2011,189.41
13/03/2011,170.91
14/03/2011,166.2
15/03/2011,169.1
16/03/2011,159.49
17/03/2011,155.89
18/03/2011,158.89
19/03/2011,149.79
20/03/2011,146.99
21/03/2011,140.98
22/03/2011,136.67
23/03/2011,138.18
24/03/2011,129.78
25/03/2011,135.18
26/03/2011,129.48
27/03/2011,120.67
28/03/2011,119.93
29/03/2011,129.85
30/03/2011,116.33
31/03/2011,122.49
01/04/2011,113.95
02/04/2011,106.91
03/04/2011,114.62
04/04/2011,121.13
05/04/2011,107.26
06/04/2011,107.58
07/04/2011,100.88
08/04/2011,108.66
09/04/2011,105.25
10/04/2011,102.15
11/04/2011,103.65
12/04/2011,95.15
13/04/2011,96.65
14/04/2011,91.7
15/04/2011,100.72
16/04/2011,95.12
17/04/2011,95.42
18/04/2011,89.28
19/04/2011,86.67
20/04/2011,80.86
21/04/2011,80.81
22/04/2011,87.42
23/04/2011,82.85
24/04/2011,77.55
25/04/2011,71.37
26/04/2011,78.53
27/04/2011,74.63
28/04/2011,69.3
29/04/2011,64.87
30/04/2011,70.99
01/05/2011,67.53
02/05/2011,72.59
03/05/2011,75.39
04/05/2011,77.15
05/05/2011,67.02
06/05/2011,56.27
07/05/2011,44.75
08/05/2011,45.15
09/05/2011,77.44
10/05/2011,64.99
11/05/2011,67
12/05/2011,61.47
13/05/2011,42.8
14/05/2011,40.34
15/05/2011,57.9
16/05/2011,58.38
17/05/2011,49.38
18/05/2011,48.19
19/05/2011,42.05
20/05/2011,44.13
21/05/2011,52.58
22/05/2011,41.21
23/05/2011,41.52
24/05/2011,49.37
25/05/2011,44.07
26/05/2011,63.12
27/05/2011,61.06
28/05/2011,46.45
29/05/2011,44.35
30/05/2011,41.12
31/05/2011,60.59
01/06/2011,40.53
02/06/2011,40.08
03/06/2011,36.09
04/06/2011,44.56
05/06/2011,35.01
06/06/2011,46.28
07/06/2011,53.93
08/06/2011,49.18
09/06/2011,39.76
10/06/2011,50.79
11/06/2011,38.31
12/06/2011,36.12
13/06/2011,40.03
14/06/2011,39.45
15/06/2011,38.4
16/06/2011,41.38
17/06/2011,43.25
18/06/2011,43.05
19/06/2011,48.38
20/06/2011,45.89
21/06/2011,46.4
22/06/2011,46.27
23/06/2011,44.52
24/06/2011,39.18
25/06/2011,44.98
26/06/2011,37.21
27/06/2011,46.93
28/06/2011,38.39
29/06/2011,36.24
30/06/2011,36.66
01/07/2011,40.12
02/07/2011,42.93
03/07/2011,42.29
04/07/2011,40.75
05/07/2011,42.46
06/07/2011,42.15
07/07/2011,38.26
08/07/2011,43.67
09/07/2011,39.28
10/07/2011,39.88
11/07/2011,38.59
12/07/2011,43.8
13/07/2011,45.11
14/07/2011,34.72
15/07/2011,35.12
16/07/2011,37.83
17/07/2011,35.78
18/07/2011,36.32
19/07/2011,39.35
20/07/2011,39.87
21/07/2011,39.78
22/07/2011,36.39
23/07/2011,35.51
24/07/2011,34.07
25/07/2011,38.08
26/07/2011,36.26
27/07/2011,38.57
28/07/2011,36.23
29/07/2011,39.8
30/07/2011,39.12
31/07/2011,35.9
01/08/2011,30.13
02/08/2011,28.39
03/08/2011,25.43
04/08/2011,33.65
05/08/2011,39.31
06/08/2011,39.9
07/08/2011,36.37
08/08/2011,37.07
09/08/2011,35.38
10/08/2011,42.36
11/08/2011,45.62
12/08/2011,78.07
13/08/2011,50.64
14/08/2011,48.79
15/08/2011,45.65
16/08/2011,39.42
17/08/2011,45.6
18/08/2011,41.99
19/08/2011,58.79
20/08/2011,157.54
21/08/2011,77.19
22/08/2011,68.51
23/08/2011,62.62
24/08/2011,53.46
25/08/2011,56.73
26/08/2011,54.16
27/08/2011,56.08
28/08/2011,58.74
29/08/2011,86.77
30/08/2011,153.33
31/08/2011,103.95
01/09/2011,130.09
02/09/2011,418.59
03/09/2011,421.26
04/09/2011,230.29
05/09/2011,171.85
06/09/2011,148.68
07/09/2011,129.8
08/09/2011,119.08
09/09/2011,110.61
10/09/2011,99.57
11/09/2011,99.55
12/09/2011,91.74
13/09/2011,87.62
14/09/2011,92.04
15/09/2011,79.55
16/09/2011,80.63
17/09/2011,73.48
18/09/2011,77.93
19/09/2011,73.76
20/09/2011,73.36
21/09/2011,67.32
22/09/2011,72.29
23/09/2011,65.95
24/09/2011,72.29
25/09/2011,69.33
26/09/2011,69.31
27/09/2011,62.87
28/09/2011,64.82
29/09/2011,62.46
30/09/2011,66.02
01/10/2011,53.84
02/10/2011,57.3
03/10/2011,54.9
04/10/2011,45.15
05/10/2011,52
06/10/2011,50.49
07/10/2011,52.14
08/10/2011,56.15
09/10/2011,47.72
10/10/2011,42.5
11/10/2011,51.7
12/10/2011,49.4
13/10/2011,55.23
14/10/2011,61.49
15/10/2011,68.6
16/10/2011,59.64
17/10/2011,58.54
18/10/2011,52.56
19/10/2011,58.95
20/10/2011,52.01
21/10/2011,52.41
22/10/2011,54.21
23/10/2011,60.98
24/10/2011,78.01
25/10/2011,86.35
26/10/2011,89.81
27/10/2011,81.13
28/10/2011,80.67
29/10/2011,64.05
30/10/2011,72.6
31/10/2011,64.27
01/11/2011,64.95
02/11/2011,58.23
03/11/2011,67.78
04/11/2011,56.13
05/11/2011,67.92
06/11/2011,63.81
07/11/2011,60.11
08/11/2011,57.71
09/11/2011,50.21
10/11/2011,45.86
11/11/2011,62.46
12/11/2011,53.41
13/11/2011,59.67
14/11/2011,134.19
15/11/2011,808.49
16/11/2011,353.87
17/11/2011,209.94
18/11/2011,172.34
19/11/2011,150.85
20/11/2011,138.26
21/11/2011,126.81
22/11/2011,119.33
23/11/2011,117.27
24/11/2011,110.14
25/11/2011,104.68
26/11/2011,102.5
27/11/2011,95.92
28/11/2011,90.63
29/11/2011,113.96
30/11/2011,168.65
01/12/2011,143.46
02/12/2011,135.74
03/12/2011,125.52
04/12/2011,112.02
05/12/2011,108.38
06/12/2011,110.5
07/12/2011,90.23
08/12/2011,127.1
09/12/2011,196.28
10/12/2011,166.5
11/12/2011,143.73
12/12/2011,142.2
13/12/2011,142.02
14/12/2011,140.03
15/12/2011,148.77
16/12/2011,140.76
17/12/2011,146.02
18/12/2011,112.2
19/12/2011,128
20/12/2011,134.37
21/12/2011,124.51
22/12/2011,130.35
23/12/2011,118.54
24/12/2011,113.54
25/12/2011,134.03
26/12/2011,124.15
27/12/2011,151.92
28/12/2011,172.22
29/12/2011,165.51
30/12/2011,142.8
